player_id,photo_url
3fb19989,https://commons.wikimedia.org/wiki/Special:FilePath/Mitchell%20Starc%202023.jpg?width=330
8d92a2c3,https://commons.wikimedia.org/wiki/Special:FilePath/Mark%20Wood%20cricketer.jpg?width=330
86ae8ef2,https://commons.wikimedia.org/wiki/Special:FilePath/Mohnishparmar.jpg?width=330
32198ae0,https://commons.wikimedia.org/wiki/Special:FilePath/Moises%27%20Henriques%20NSW.jpg?width=330
605b7efa,
1c84109e,
6afb26d6,
3ff033bb,
f21043a5,
48fd7349,https://commons.wikimedia.org/wiki/Special:FilePath/Mike%20Hussey%203.jpg?width=330
ab89348d,
e38bce7a,
f5180fe6,https://commons.wikimedia.org/wiki/Special:FilePath/Mitchell%20Johnson%20YM.jpg?width=330
0164b064,https://commons.wikimedia.org/wiki/Special:FilePath/4%2006%20Michael%20Neser.jpg?width=330
f842c2cf,https://commons.wikimedia.org/wiki/Special:FilePath/Pm%20cricket%20shots09%205995.jpg?width=330
2be41edb,https://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Guptill%20MNZM%20%28cropped%29.jpg?width=330
e84ac20c,https://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Henry%202018.jpg?width=330
11df3dc8,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Lumb%20cricketer.jpg?width=330
51a3c5ef,
f2c936d7,
e4a0deae,
025c4400,
da934ee8,
93b4fc78,https://commons.wikimedia.org/wiki/Special:FilePath/Manish%20Pandey%20%281%29.jpg?width=330
26e5cabf,https://commons.wikimedia.org/wiki/Special:FilePath/Manoj%20Tiwary%202.jpg?width=330
d8699ab7,https://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Hayden%20Image.jpg?width=330
bb351c23,https://commons.wikimedia.org/wiki/Special:FilePath/2018.01.06.17.47.32-Moeen%20Ali%20%2838876905344%29%20%28cropped%29.jpg?width=330
f0f628c7,https://commons.wikimedia.org/wiki/Special:FilePath/Munaf%20Patel%202.jpg?width=330
759ac88f,
f846de6a,https://commons.wikimedia.org/wiki/Special:FilePath/Chicago%20Tornadoes%20Marlon%20Samuels.jpg?width=330
710dd98c,
35f173a0,
d9273ee7,https://commons.wikimedia.org/wiki/Special:FilePath/2018.01.21.15.22.25-Stoinis%20%2839081521620%29.jpg?width=330
b1ad996b,
3d8feaf8,https://commons.wikimedia.org/wiki/Special:FilePath/Mitchell%20Marsh.jpg?width=330
e96801ea,
5afd4539,
